 
 
                   ###################################################
                   #                                                 #
                   #      GENLINPRED UNCERTAINTY/ERROR ANALYSIS      #
                   #                                                 #
                   ###################################################
 
 
 
                   ANALYSIS DETAILS
                   ----------------
 
    Name of PEST control file                                   : linunc.pst
    Factor by which to multiply observation weights             : 1.0000
    Source of parameter uncertainty data                        : uncertainty file
    Name of uncertainty file                                    : param.unc
 
    Perform global parameter estimability analysis              : yes
         Parameter identifiability                              : yes
         Relative parameter error reduction                     : no
         Relative parameter uncertainty reduction               : yes
 
    Analyse error/uncertainty of an entity                      : yes
         Name of entity                                         : p-trib_1
         Type of entity                                         : prediction
         File containing prediction sensitivities               : linunc.jco
 
         Total error variance                                   : yes
         Total uncertainty                                      : yes
 
         Parameter contributions to error variance              : no
         Parameter contributions to uncertainty                 : yes
         Parameter contributions                                : by group
 
         Observation worth in reducing error variance           : no
         Observation worth in reducing uncertainty variance     : yes
         Observation worth                                      : by group


                   ANALYSIS OF PARAMETERS
                   ----------------------


 Outcomes of running program SUPCALC ----->
 
    Number of dimensions of calibration solution space = 20
    Number of dimensions of calibration null space     = 2185

 Outcomes of parameter identifiability and error/uncertainty variance reduction analysis ----->
 
    Parameter              Identifiability        Rel_uncert_var_redn
    kx2pp387                1.8092730E-05          0.3362931
    kx2pp388                9.6739358E-02          0.7048583
    kx2pp389                0.3022350              0.7929856
    kx2pp390                8.4747356E-03          0.5902629
    kx2pp391                7.0998759E-05          0.3666770
    kx2pp392                2.0609124E-02          0.7071258
    kx2pp393                2.8636800E-04          0.4066100
    kx2pp394                5.1268190E-06          0.1276013
    kx2pp395                4.7288042E-05          0.4140621
    kx2pp396                3.3504218E-05          0.1122525
    kx2pp397                8.2009904E-05          0.1020559
    kx2pp398                4.3072092E-05          0.3838187
    kx2pp399                3.1209071E-06          0.2804346
    kx2pp400                8.3798722E-07          0.2501207
    kx2pp401                1.6087726E-07          0.1738887
    kx2pp402                1.1944114E-06          0.1217953
    kx2pp403                1.9455308E-05          5.7084000E-02
    kx2pp404                2.3368198E-06          9.2066000E-03
    kx2pp405                1.4085130E-06          1.2349800E-02
    kx2pp406                1.9224420E-06          2.6481200E-02
    kx2pp407                1.7638711E-07          0.1360952
    kx2pp408                3.6816488E-07          4.5606000E-02
    kx2pp409                4.6193263E-07          5.7544300E-02
    kx2pp410                2.7179585E-07          0.1436728
    kx2pp411                1.4191009E-06          0.2747063
    kx2pp412                2.1210099E-08          7.9893200E-02
    kx2pp413                1.3618264E-07          0.1281327
    kx2pp414                1.1228623E-07          9.2282300E-02
    kx2pp415                2.2182950E-07          0.1566662
    kx2pp416                2.1681179E-05          0.2722552
    kx2pp417                1.6634686E-04          0.3958488
    kx2pp418                5.4905742E-07          0.2024563
    kx2pp419                3.4905463E-06          9.7250200E-02
    kx2pp420                1.2861909E-07          0.2181011
    kx2pp421                2.7037196E-05          0.3415280
    kx2pp422                1.7710638E-07          0.2245348
    kx2pp423                1.7146076E-05          0.3540640
    kx2pp424                2.8917542E-02          0.6523703
    kx2pp425                3.0361982E-05          0.4183776
    kx2pp426                1.4239788E-06          0.3228826
    kx2pp427                1.1358261E-06          0.2981541
    kx2pp428                6.3096541E-04          0.5023856
    kx2pp429                1.2535539E-03          0.5799150
    kx2pp430                1.2371029E-06          0.2791335
    kx2pp431                5.9643796E-07          0.1010490
    kx2pp432                4.9486755E-07          6.5885000E-02
    kx2pp433                7.9170038E-07          0.1065010
    kx2pp434                1.1210328E-04          0.1672861
    kx2pp435                5.8507559E-06          0.1239715
    kx2pp436                3.4974411E-07          7.7202500E-02
    kx2pp437                2.8122284E-07          6.8205900E-02
    kx2pp438                9.3217158E-07          0.1169724
    kx2pp439                3.0181110E-05          0.1802396
    kx2pp440                6.2621288E-07          0.1489143
    kx2pp441                1.1665108E-04          0.1292919
    kx2pp442                1.2980861E-02          9.7466800E-02
    kx2pp443                1.5020819E-02          8.8407100E-02
    kx2pp444                3.2233296E-03          7.5919400E-02
    kx2pp445                4.3735882E-04          6.2534600E-02
    kx2pp446                5.1262339E-03          6.3432500E-02
    kx2pp447                8.2287225E-03          6.7940500E-02
    kx2pp448                9.0092875E-06          6.0259300E-02
    kx2pp449                1.2483122E-04          7.4114600E-02
    kx2pp450                5.8905452E-06          9.5670600E-02
    kx2pp451                2.6036147E-06          7.6348400E-02
    kx2pp452                2.6412391E-06          6.7991200E-02
    kx2pp453                2.9020512E-07          6.3884200E-02
    kx2pp454                6.7749171E-06          7.6283600E-02
    kx2pp455                1.8203437E-06          6.0360400E-02
    kx2pp456                3.4281861E-06          0.1422036
    kx2pp457                3.4521327E-05          0.1770989
    kx2pp458                3.0788652E-04          0.1216402
    kx2pp459                6.9788496E-06          0.1045221
    kx2pp460                1.2367200E-04          6.9117300E-02
    kx2pp461                4.1077417E-05          0.1246721
    kx2pp462                3.5822384E-04          8.0444900E-02
    kx2pp463                3.1800221E-04          6.6804400E-02
    kx2pp464                1.6986368E-03          7.1979500E-02
    kx2pp465                2.1590654E-03          5.6196400E-02
    kx2pp466                1.4394320E-03          4.2775700E-02
    kx2pp467                5.3604963E-03          4.3560400E-02
    kx2pp468                1.5406712E-02          6.4247900E-02
    kx2pp469                4.4967142E-05          6.2941700E-02
    kx2pp470                1.2435593E-02          6.4874200E-02
    kx2pp471                1.2574102E-05          0.1576654
    kx2pp472                8.9205719E-06          4.0437100E-02
    kx2pp473                2.0309123E-05          1.1228400E-02
    kx2pp474                4.6088565E-04          1.9187200E-02
    kx2pp475                1.1287436E-02          0.1592755
    kx2pp476                1.2788123E-02          0.1886267
    kx2pp477                8.1213953E-03          0.1787735
    kx2pp478                1.5769552E-02          0.1182647
    kx2pp479                6.1682185E-04          9.5358000E-02
    kx2pp480                5.2123641E-04          6.8322700E-02
    kx2pp481                4.1387581E-06          6.1145100E-02
    kx2pp482                4.3321272E-07          5.9366200E-02
    kx2pp483                2.8202372E-04          0.1615571
    kx2pp484                6.0088898E-03          0.1264885
    kx2pp485                3.6852143E-04          8.5163600E-02
    kx2pp486                8.9590302E-05          7.3252000E-02
    kx2pp487                9.7654383E-08          3.8197000E-02
    kx2pp488                1.1978731E-03          6.1891600E-02
    kx2pp489                3.9732053E-04          5.5461000E-02
    kx2pp490                4.8377342E-05          6.1750100E-02
    kx2pp491                7.3342830E-04          0.1077715
    kx2pp492                9.0333091E-04          8.6776400E-02
    kx2pp493                9.5074391E-04          7.6730000E-02
    kx2pp494                5.2078080E-04          0.1210960
    kx2pp495                7.2873388E-03          0.1018554
    kx2pp496                5.2507635E-04          5.2137900E-02
    kx2pp497                1.8236776E-04          3.9583100E-02
    kx2pp498                1.9546507E-06          0.1581454
    kx2pp499                1.2698966E-03          0.1326218
    kx2pp500                1.1293734E-04          0.1460992
    kx2pp501                2.4677413E-02          0.2178576
    kx2pp502                3.9965413E-03          0.1974992
    kx2pp503                0.2459593              0.2467674
    kx2pp504                3.2564680E-03          0.1917639
    kx2pp505                8.7616919E-03          0.1775108
    kx2pp506                2.6343946E-02          0.2178429
    kx2pp507                6.3989326E-03          0.1637947
    kx2pp508                4.0290395E-02          0.1534172
    kx2pp509                1.1905272E-02          0.1676491
    kx2pp510                7.2296466E-03          0.1617436
    kx2pp511                2.5139634E-03          0.1357216
    kx2pp512                1.4914055E-04          0.1600932
    kx2pp513                1.1266777E-02          0.2232680
    kx2pp514                2.3164329E-04          0.1861853
    kx2pp515                8.8711427E-06          0.1096464
    kx2pp516                1.0132564E-03          8.6441200E-02
    kx2pp517                6.9084310E-03          9.1792000E-02
    kx2pp518                3.9860223E-06          3.0199000E-03
    kx2pp519                9.4483851E-08          3.5399000E-03
    kx2pp520                1.7504405E-08          3.1083000E-03
    kx2pp521                1.8238496E-05          2.8218000E-03
    kx2pp522                2.4605741E-06          1.9686000E-03
    kx2pp523                9.8340743E-07          1.5705000E-03
    kx3pp001                7.3106582E-02          5.3936700E-02
    kx3pp002                6.2595544E-02          0.1638456
    kx3pp003                1.6211526E-02          3.0824900E-02
    kx3pp004                3.1870372E-03          0.1061061
    kx3pp005                9.5353934E-02          0.7517343
    kx3pp006                4.1571937E-02          0.6259118
    kx3pp007                5.2628371E-02          0.5946544
    kx3pp008                0.1513917              0.7540351
    kx3pp009                8.5132554E-02          0.7235677
    kx3pp010                1.2909243E-02          0.6086890
    kx3pp011                5.2072165E-02          0.5838489
    kx3pp012                9.9605215E-04          0.5840297
    kx3pp013                4.9149691E-02          0.2793080
    kx3pp014                0.1480940              0.4045089
    kx3pp015                6.5560923E-02          0.2580853
    kx3pp016                7.6019034E-02          0.2971506
    kx3pp017                6.4518315E-02          0.1885213
    kx3pp018                6.3796370E-03          0.2147730
    kx3pp019                2.4659727E-02          0.2440031
    kx3pp020                4.0608720E-02          0.1168955
    kx3pp021                0.2696779              0.7360437
    kx3pp022                4.0689091E-02          0.3734499
    kx3pp023                0.2044325              0.7005338
    kx3pp024                4.7236133E-02          0.6949323
    kx3pp025                4.2921684E-02          0.6831524
    kx3pp026                3.3876929E-02          0.7142850
    kx3pp027                4.4645369E-02          0.7218045
    kx3pp028                5.0725057E-03          0.4064295
    kx3pp029                5.1974251E-02          0.4997140
    kx3pp030                3.6074228E-02          0.6071664
    kx3pp031                8.3263246E-02          0.5996582
    kx3pp032                6.7814168E-02          0.5530907
    kx3pp033                0.2284052              0.6130353
    kx3pp034                2.3029420E-02          0.4741363
    kx3pp035                5.1625190E-02          0.4446230
    kx3pp036                0.1818025              0.6389214
    kx3pp037                7.1396895E-02          0.4735429
    kx3pp038                3.4044045E-02          0.3016011
    kx3pp039                0.2586281              0.6245797
    kx3pp040                5.6146750E-02          0.3478960
    kx3pp041                7.4434096E-03          0.2846908
    kx3pp042                4.9234350E-02          0.2463207
    kx3pp043                3.4763748E-02          0.4359874
    kx3pp044                1.7629041E-02          0.2950447
    kx3pp045                1.4075285E-02          2.4850500E-02
    kx3pp046                2.6804852E-03          0.3522341
    kx3pp047                2.7177918E-03          5.9203000E-03
    kx3pp048                2.9569336E-03          6.6707000E-03
    kx3pp049                6.8688329E-02          0.3455200
    kx3pp050                9.2817091E-03          2.0573700E-02
    kx3pp051                5.4910878E-02          7.2970300E-02
    kx3pp052                5.5511649E-02          5.9980600E-02
    kx3pp053                0.1390369              0.3227872
    kx3pp054                0.3420216              0.4323942
    kx3pp055                2.0243977E-02          0.3436676
    kx3pp056                1.0672555E-02          0.3722450
    kx3pp057                3.0130744E-02          0.6284602
    kx3pp058                2.1208257E-02          0.5692098
    kx3pp059                2.1862578E-02          0.5398894
    kx3pp060                2.4235052E-02          0.7376194
    kx3pp061                3.4519752E-02          0.6697789
    kx3pp062                6.5215627E-02          0.4761287
    kx3pp063                1.9154763E-02          0.3822513
    kx3pp064                1.4643597E-02          0.1978386
    kx3pp065                4.1540391E-02          0.2099209
    kx3pp066                2.1023568E-03          0.1778509
    kx3pp067                2.3800951E-02          0.4525590
    kx3pp068                7.8366492E-02          0.7834311
    kx3pp069                4.7152606E-02          0.7024526
    kx3pp070                9.3518496E-02          0.6230498
    kx3pp071                3.4232313E-02          0.6560427
    kx3pp072                3.3712887E-02          0.6397737
    kx3pp073                1.8093580E-02          0.6137511
    kx3pp074                1.2103372E-02          0.5131101
    kx3pp075                0.1208856              0.6042980
    kx3pp076                2.0801722E-02          0.6110467
    kx3pp077                4.0121804E-02          0.4526224
    kx3pp078                3.3826632E-02          0.4679817
    kx3pp079                2.3138037E-02          0.5344129
    kx3pp080                1.7465854E-02          0.1719044
    kx3pp081                3.0397689E-03          9.9048100E-02
    kx3pp082                8.3326026E-03          0.2421073
    kx3pp083                1.6682984E-03          0.1862782
    kx3pp084                1.3228919E-03          0.3627081
    kx3pp085                4.9134986E-02          0.4503253
    kx3pp086                1.3379718E-02          0.2951690
    kx3pp087                6.7699902E-03          0.3542107
    kx3pp088                3.6920490E-03          0.2610050
    kx3pp089                1.1810137E-02          0.2612159
    kx3pp090                1.0845298E-02          0.2924709
    kx3pp091                2.8379161E-03          0.2243264
    kx3pp092                8.1632520E-03          0.2471164
    kx3pp093                5.2765334E-03          0.1141807
    kx3pp094                5.7919215E-02          0.1858095
    kx3pp095                2.3594065E-02          0.3455771
    kx3pp096                1.6210979E-02          0.4628594
    kx3pp097                5.0085128E-02          0.6318120
    kx3pp098                7.9221974E-02          0.7269411
    kx3pp099                6.3196849E-02          0.5004816
    kx3pp100                2.3889724E-02          0.3955869
    kx3pp101                5.9978598E-02          0.6087094
    kx3pp102                1.3295951E-02          0.5507660
    kx3pp103                1.9001690E-02          0.2812564
    kx3pp104                8.6762928E-03          0.4106318
    kx3pp105                3.0249866E-02          0.6831543
    kx3pp106                1.9995639E-02          0.1616034
    kx3pp107                2.0340299E-02          0.3592531
    kx3pp108                1.0910037E-02          1.9805000E-02
    kx3pp109                4.9069183E-03          6.7549500E-02
    kx3pp110                1.2234422E-02          0.4360301
    kx3pp111                1.4578694E-03          1.7185000E-03
    kx3pp112                8.0851797E-04          3.1241000E-03
    kx3pp113                4.2070265E-04          3.1765000E-03
    kx3pp114                9.2828785E-04          1.0076800E-02
    kx3pp115                2.3871590E-02          3.6298200E-02
    kx3pp116                6.6607366E-03          1.3197900E-02
    kx3pp117                5.5694904E-03          2.0532800E-02
    kx3pp118                9.6506057E-03          2.9513000E-02
    kx3pp119                3.9265141E-03          4.9137700E-02
    kx3pp120                1.2136316E-02          7.0102400E-02
    kx3pp121                7.7137227E-03          3.1463000E-03
    kx3pp122                2.9355234E-02          1.0387500E-02
    kx3pp123                3.0086900E-02          9.9382000E-03
    kx3pp124                6.8790638E-03          2.1105000E-03
    kx3pp125                1.0366986E-02          9.3479000E-03
    kx3pp126                8.8315996E-03          2.0067900E-02
    kx3pp127                2.4503292E-03          4.9894000E-03
    kx3pp128                4.7307714E-03          2.8106400E-02
    kx3pp129                3.7457891E-04          2.0633000E-03
    kx3pp130                3.9947725E-04          3.6616000E-03
    kx3pp131                2.7458081E-03          1.3074600E-02
    kx3pp132                3.0606877E-03          1.3254000E-02
    kx3pp133                4.2367752E-03          5.7723000E-03
    kx3pp134                3.1465671E-04          9.2870000E-04
    kx3pp135                3.0523921E-03          7.7709000E-03
    kx3pp136                6.7242600E-04          1.8845000E-03
    kx3pp137                4.0773307E-03          3.7945000E-03
    kx3pp138                6.1185572E-04          8.4520000E-04
    kx3pp139                1.7608582E-02          5.4802700E-02
    kx3pp140                6.2590996E-04          3.3579000E-03
    kx3pp141                8.1643567E-04          2.3847000E-03
    kx3pp142                6.9486932E-03          2.9306000E-03
    kx3pp143                1.2511273E-02          0.1417115
    kx3pp144                5.4029296E-03          0.1600906
    kx3pp145                1.6168011E-03          0.2294750
    kx3pp146                5.8231956E-03          0.3376704
    kx3pp147                3.1953569E-02          0.5254613
    kx3pp148                1.3456438E-02          0.4511923
    kx3pp149                0.1084876              0.5814997
    kx3pp150                3.1209304E-02          0.5421925
    kx3pp151                7.4679174E-02          0.5432867
    kx3pp152                7.9904107E-03          0.5539372
    kx3pp153                2.7903909E-03          0.4640908
    kx3pp154                2.6274133E-03          0.3828113
    kx3pp155                1.2226325E-03          0.2089776
    kx3pp156                2.3928720E-03          0.1641248
    kx3pp157                9.6726396E-03          0.3569221
    kx3pp158                1.6306541E-02          0.5392543
    kx3pp159                9.2681100E-03          0.4566779
    kx3pp160                9.0132315E-03          0.4748046
    kx3pp161                9.3418903E-03          0.5561356
    kx3pp162                1.5895758E-02          0.5132669
    kx3pp163                6.8211342E-03          0.3029654
    kx3pp164                2.7893954E-03          0.2487770
    kx3pp165                9.1092102E-03          0.4231487
    kx3pp166                2.0962516E-03          0.2527550
    kx3pp167                1.1023925E-03          0.2123675
    kx3pp168                1.0382647E-03          0.1778022
    kx3pp169                1.0137266E-03          0.1336485
    kx3pp170                7.4624553E-04          3.2959000E-03
    kx3pp171                6.8512372E-04          0.2218256
    kx3pp172                2.2110542E-04          3.4908000E-03
    kx3pp173                2.8930741E-04          3.4132000E-03
    kx3pp174                3.1826332E-04          4.7041000E-03
    kx3pp175                8.6870191E-04          5.0684000E-03
    kx3pp176                7.8324738E-05          2.5277000E-03
    kx3pp177                1.7403391E-03          0.3476170
    kx3pp178                1.2128339E-03          3.0915000E-03
    kx3pp179                1.4371713E-03          0.2468660
    kx3pp180                1.0739129E-03          0.2076665
    kx3pp181                1.1346917E-03          0.1642008
    kx3pp182                3.9166478E-04          0.1294499
    kx3pp183                8.9880631E-04          9.8029500E-02
    kx3pp184                1.0488505E-03          0.1161240
    kx3pp185                6.2605175E-04          0.1362377
    kx3pp186                1.0626198E-03          0.1598156
    kx3pp187                9.6115155E-04          1.4285000E-03
    kx3pp188                1.1414439E-03          0.1488123
    kx3pp189                7.3200867E-04          0.1763199
    kx3pp190                7.9435679E-04          0.2089246
    kx3pp191                1.6797299E-03          0.2722206
    kx3pp192                2.3405875E-03          0.2703380
    kx3pp193                6.7438753E-03          0.2809136
    kx3pp194                1.9651621E-03          0.2059919
    kx3pp195                4.0903868E-03          0.1793055
    kx3pp196                1.8896002E-03          0.1980517
    kx3pp197                3.4867321E-03          0.1758551
    kx3pp198                3.5608021E-03          0.2930148
    kx3pp199                2.7717141E-03          0.3200941
    kx3pp200                1.1380687E-03          0.2800158
    kx3pp201                1.2397522E-03          1.8766000E-03
    kx3pp202                1.9180696E-03          8.3687000E-03
    kx3pp203                5.6784666E-03          0.2668333
    kx3pp204                2.4507503E-02          0.2674545
    kx3pp205                1.1292044E-02          0.2883047
    kx3pp206                4.7191468E-02          0.4552338
    kx3pp207                2.6665314E-02          0.7103883
    kx3pp208                6.3012633E-03          0.6591269
    kx3pp209                3.2218336E-02          0.6881039
    kx3pp210                7.2290249E-03          0.1027629
    kx3pp211                1.3499437E-02          0.1177424
    kx3pp212                1.7816485E-03          1.9379800E-02
    kx3pp213                1.1278052E-02          6.2857700E-02
    kx3pp214                2.0048954E-02          6.9822200E-02
    kx3pp215                3.3637330E-02          0.1033335
    kx3pp216                1.5769141E-02          0.1529619
    kx3pp217                1.4673097E-02          9.5292500E-02
    kx3pp218                1.3086468E-02          0.1517984
    kx3pp219                2.2698909E-03          0.2141328
    kx3pp220                2.5281053E-03          0.1703677
    kx3pp221                4.3379404E-03          0.1997581
    kx3pp222                3.7133769E-03          0.2758870
    kx3pp223                1.1084691E-02          0.3184605
    kx3pp224                5.6477090E-03          0.2354449
    kx3pp225                4.7431341E-03          0.3006745
    kx3pp226                1.1499079E-02          0.2979811
    kx3pp227                3.1403004E-02          0.2879382
    kx3pp228                1.9821864E-02          0.4270602
    kx3pp229                9.1537960E-02          0.3483385
    kx3pp230                2.9874508E-02          0.5296747
    kx3pp231                4.3152807E-02          0.4713439
    kx3pp232                3.9701841E-02          0.1922559
    kx3pp233                3.8119689E-03          2.9208000E-02
    kx3pp234                3.8849211E-02          0.3524181
    kx3pp235                1.1392952E-02          0.4440198
    kx3pp236                0.1070652              0.3775145
    kx3pp237                0.1100061              0.3198150
    kx3pp238                7.4691606E-02          0.4747681
    kx3pp239                7.6253352E-02          0.4277775
    kx3pp240                0.1051429              0.5519917
    kx3pp241                4.6698679E-02          0.6991808
    kx3pp242                3.2721556E-02          0.5756471
    kx3pp243                7.2602438E-03          0.3767607
    kx3pp244                1.2785928E-02          0.4402012
    kx3pp245                4.2853428E-03          0.4052135
    kx3pp246                6.8940085E-03          0.4365188
    kx3pp247                7.0118821E-03          0.4434547
    kx3pp248                5.3996100E-03          0.2553649
    kx3pp249                3.9135371E-03          0.3323636
    kx3pp250                6.3584804E-03          0.5360155
    kx3pp251                7.1164471E-03          0.3679614
    kx3pp252                2.5306764E-03          0.4417548
    kx3pp253                3.1370422E-03          0.4708663
    kx3pp254                3.8332445E-02          0.6228263
    kx3pp255                3.4086401E-02          0.6219960
    kx3pp256                1.3021626E-02          0.5650193
    kx3pp257                1.0605508E-02          0.4623026
    kx3pp258                5.3929862E-03          0.4421685
    kx3pp259                7.9774301E-03          0.4139423
    kx3pp260                1.4399977E-02          0.3816924
    kx3pp261                1.2130623E-02          0.4410380
    kx3pp262                1.1644057E-02          0.4701907
    kx3pp263                5.0975882E-03          0.4254074
    kx3pp264                1.3803026E-02          0.4033384
    kx3pp265                1.0003881E-02          0.3498632
    kx3pp266                5.7648385E-02          0.3328305
    kx3pp267                4.8202515E-02          0.3090085
    kx3pp268                4.7374855E-03          0.2585580
    kx3pp269                3.9185976E-03          0.2182868
    kx3pp270                1.4158423E-02          0.2929301
    kx3pp271                1.3673724E-03          0.3044037
    kx3pp272                9.6817465E-03          0.3555711
    kx3pp273                2.0945856E-02          0.3933504
    kx3pp274                2.4854932E-02          0.4315221
    kx3pp275                7.2395231E-03          0.2687047
    kx3pp276                1.4588675E-02          0.3136407
    kx3pp277                1.9206890E-02          0.3360203
    kx3pp278                1.0187097E-02          0.2996479
    kx3pp279                8.5728758E-03          0.4501136
    kx3pp280                2.7520308E-02          0.5454821
    kx3pp281                5.9805522E-03          0.3640676
    kx3pp282                1.5539247E-02          0.4959022
    kx3pp283                1.6350959E-02          0.5485965
    kx3pp284                1.2121558E-02          0.5134584
    kx3pp285                2.7978146E-02          0.6400240
    kx3pp286                2.3610443E-02          0.5764696
    kx3pp287                6.4344382E-02          0.4687819
    kx3pp288                1.3168552E-02          0.5312918
    kx3pp289                1.3968771E-02          0.5630857
    kx3pp290                7.9639392E-03          0.5538335
    kx3pp291                1.8415988E-02          0.4411018
    kx3pp292                2.2496288E-02          0.4127574
    kx3pp293                9.5840017E-02          0.7107625
    kx3pp294                0.1801796              0.7639901
    kx3pp295                0.1122396              0.7359834
    kx3pp296                4.1237367E-02          0.6766770
    kx3pp297                0.1046686              0.7052064
    kx3pp298                1.8630138E-02          0.6489436
    kx3pp299                5.4992012E-02          0.7299879
    kx3pp300                4.1960962E-02          0.7269362
    kx3pp301                3.7838634E-02          0.6740112
    kx3pp302                3.4517334E-02          0.6787899
    kx3pp303                6.2154025E-02          0.6432915
    kx3pp304                0.1011638              0.5936777
    kx3pp305                1.9842904E-02          0.5111720
    kx3pp306                3.9636698E-02          0.6021253
    kx3pp307                2.1318176E-02          0.5669383
    kx3pp308                7.2448604E-03          0.3662930
    kx3pp309                1.0340474E-02          0.3873926
    kx3pp310                1.1023952E-02          0.3839060
    kx3pp311                8.9282281E-03          0.3540787
    kx3pp312                2.2500872E-02          0.3839532
    kx3pp313                3.6896317E-03          0.4122449
    kx3pp314                4.5206265E-03          0.3716335
    kx3pp315                1.9451129E-02          0.4896094
    kx3pp316                1.0881494E-02          0.4995685
    kx3pp317                4.0991025E-03          0.4293982
    kx3pp318                1.5677879E-03          0.3448104
    kx3pp319                3.9797604E-03          0.4054271
    kx3pp320                2.5559686E-03          0.4359944
    kx3pp321                2.4714647E-03          0.3791361
    kx3pp322                5.0143849E-03          0.3606507
    kx3pp323                1.7911607E-04          0.2371803
    kx3pp324                1.0601397E-02          0.1509530
    kx3pp325                1.6484628E-03          0.1733148
    kx3pp326                5.3038966E-03          0.5135555
    kx3pp327                1.1069890E-02          0.5627677
    kx3pp328                3.7407539E-03          0.5656069
    kx3pp329                8.3868024E-03          0.5830131
    kx3pp330                1.5072930E-02          0.5773418
    kx3pp331                2.5774632E-02          0.5601621
    kx3pp332                3.6613934E-02          0.6245045
    kx3pp333                2.7562883E-02          0.6213414
    kx3pp334                3.8758683E-02          0.6033752
    kx3pp335                4.8498110E-02          0.6739794
    kx3pp336                8.8051413E-02          0.7434975
    kx3pp337                3.3214561E-03          0.5887366
    kx3pp338                1.8770395E-02          0.6271453
    kx3pp339                3.2779208E-02          0.5542244
    kx3pp340                1.1453369E-02          0.5465761
    kx3pp341                1.5367243E-02          0.5829996
    kx3pp342                4.3329648E-02          0.5102675
    kx3pp343                2.4400564E-02          0.4584718
    kx3pp344                1.3705900E-02          0.5629308
    kx3pp345                1.0981969E-02          0.5477359
    kx3pp346                8.4425759E-03          0.3923960
    kx3pp347                1.8719976E-02          0.4705278
    kx3pp348                2.2907151E-02          0.6132404
    kx3pp349                1.4539295E-02          0.7113566
    kx3pp350                0.1403874              0.7915127
    kx3pp351                7.6838229E-02          0.6142349
    kx3pp352                0.1140870              0.6835677
    kx3pp353                7.9807955E-03          0.6659500
    kx3pp354                9.0334760E-02          0.5596325
    kx3pp355                6.4756360E-02          0.5584552
    kx3pp356                9.8231272E-03          0.6313795
    kx3pp357                3.2048218E-02          0.5894550
    kx3pp358                1.9816949E-02          0.5957249
    kx3pp359                1.8416033E-02          0.6264583
    kx3pp360                6.1152792E-02          0.5740651
    kx3pp361                8.7461988E-02          0.6264283
    kx3pp362                4.5015626E-02          0.5354410
    kx3pp363                1.7067748E-02          0.4292850
    kx3pp364                5.1094640E-02          0.5520627
    kx3pp365                3.0799057E-02          0.4404829
    kx3pp366                2.4518815E-02          0.5812985
    kx3pp367                1.6653293E-02          0.5494211
    kx3pp368                3.3417610E-02          0.7162727
    kx3pp369                0.1359957              0.7225518
    kx3pp370                3.2314088E-02          0.7475343
    kx3pp371                3.1054184E-02          0.7226332
    kx3pp372                2.3316587E-02          0.6981353
    kx3pp373                3.6046091E-02          0.3350967
    kx3pp374                1.8925277E-02          0.2353207
    kx3pp375                5.5301527E-02          0.1374245
    kx3pp376                6.6706150E-02          0.4283716
    kx3pp377                2.3489960E-02          0.4923446
    kx3pp378                5.8875218E-02          0.4737502
    kx3pp379                2.5721309E-02          0.4473493
    kx3pp380                6.4167410E-02          0.2706756
    kx3pp381                1.2685456E-02          0.3277389
    kx3pp382                6.2927569E-02          0.3931178
    kx3pp383                2.2839589E-02          0.4206308
    kx3pp384                9.2578729E-03          0.2800915
    kx3pp385                3.8222382E-02          0.1319750
    kx3pp386                4.8260526E-03          0.2449625
    kx3pp387                8.5033842E-03          0.1848092
    kx3pp388                3.3372612E-02          0.1711499
    kx3pp389                5.6151698E-03          0.1659713
    kx3pp390                0.1186359              0.3256595
    kx3pp391                3.0128759E-02          0.2822122
    kx3pp392                8.4032168E-02          0.2287746
    kx3pp393                3.0861099E-02          0.1257627
    kx3pp394                2.6942608E-02          0.3023674
    kx3pp395                9.8535763E-03          0.2000513
    kx3pp396                0.1478038              0.3552502
    kx3pp397                2.8587761E-02          0.3412089
    kx3pp398                2.2802475E-02          0.3458302
    kx3pp399                1.6185945E-02          0.4842403
    kx3pp400                2.0224240E-02          0.6493839
    kx3pp401                4.0067368E-02          0.7169514
    kx3pp402                2.2766156E-02          0.7770653
    kx3pp403                5.2357219E-02          0.7437030
    kx3pp404                4.7344151E-03          0.6253517
    kx3pp405                6.5609454E-03          0.6348498
    kx3pp406                2.7697054E-02          0.6750705
    kx3pp407                6.5011529E-03          0.4744817
    kx3pp408                1.1290245E-02          0.6342405
    kx3pp409                3.4811963E-02          0.6845312
    kx3pp410                8.7562343E-03          0.5574710
    kx3pp411                1.6578408E-02          0.3079455
    kx3pp412                5.3039566E-03          0.1879081
    kx3pp413                1.1898682E-02          0.3738597
    kx3pp414                7.8276053E-03          0.3646408
    kx3pp415                4.3760537E-03          0.1001131
    kx3pp416                1.5088584E-02          0.1200771
    kx3pp417                2.3282513E-03          0.1418433
    kx3pp418                1.1995760E-03          9.4991500E-02
    kx3pp419                1.2242756E-02          0.1485229
    kx3pp420                1.2033772E-03          0.1756599
    kx3pp421                1.2272268E-03          0.1732559
    kx3pp422                2.6153324E-03          0.1860621
    kx3pp423                8.9208140E-03          0.2543493
    kx3pp424                9.9691463E-03          0.2007624
    kx3pp425                6.3705502E-03          0.2780422
    kx3pp426                4.4219397E-03          0.2941403
    kx3pp427                1.0992365E-02          0.3013990
    kx3pp428                7.5237819E-03          0.2559845
    kx3pp429                1.4568202E-02          0.2132840
    kx3pp430                9.5446838E-03          0.2768601
    kx3pp431                1.0509246E-02          0.2822824
    kx3pp432                7.4140505E-03          0.3376087
